Species	MaxT	MinT	lng	lat	bed_info	FAMILY
Epicyon_saevus	10.3	4.9	-103	42	186055	Canidae
Cynarctus_voorhiesi	13.6	10.3	-100	42	186060	Canidae
Aelurodon_ferox	13.6	10.3	-100	42	186061	Canidae
Carpocyon_webbi	13.6	10.3	-100	42	186062	Canidae
Paratomarctus_temerarius	15.97	13.6	-98	42	186089	Canidae
Aelurodon_taxoides	13.6	10.3	-100	34	186107	Canidae
Paratomarctus_temerarius	15.97	13.6	-100	42	186131	Canidae
Aelurodon_ferox	15.97	13.6	-100	42	186132	Canidae
Aelurodon_ferox	13.6	10.3	-100	42	186134	Canidae
Paratomarctus_euthos	13.6	10.3	-100	43	186145	Canidae
Aelurodon_taxoides	13.6	10.3	-100	43	186146	Canidae
Carpocyon_robustus	13.6	10.3	-100	43	186147	Canidae
Ischyrocyon_gidleyi	13.6	10.3	-100	43	186148	Amphicyonidae
Aelurodon_ferox	15.97	10.3	-100	42	186165	Canidae
Carpocyon_compressus	15.97	10.3	-100	42	186166	Canidae
Aelurodon_ferox	23.03	5.333	-100	42	186171	Canidae
Cynelos_sinapius	23.03	5.333	-100	42	186172	Amphicyonidae
Brachypsalis_pachycephalus	23.03	5.333	-100	42	186173	Mustelidae
Hyperailurictis_marshi	23.03	5.333	-100	42	186174	Felidae
Paratomarctus_temerarius	15.97	13.6	-100	42	186175	Canidae
Paratomarctus_temerarius	15.97	13.6	-98	40	186209	Canidae
Aelurodon_ferox	15.97	13.6	-98	40	186210	Canidae
Cynarctus_saxatilis	15.97	13.6	-98	40	186211	Canidae
Leptocyon_vafer	15.97	13.6	-98	40	186212	Canidae
Bassariscus_antiquus	15.97	13.6	-98	40	186215	Procyonidae
Plionictis_ogygia	15.97	13.6	-98	40	186217	Mustelidae
Leptarctus_martini	15.97	13.6	-98	40	186219	Mustelidae
Epicyon_haydeni	13.6	10.3	-100	42	186242	Canidae
Aelurodon_taxoides	13.6	10.3	-103	41	186243	Canidae
Aelurodon_taxoides	13.6	10.3	-100	42	186245	Canidae
Aelurodon_ferox	15.97	13.6	-100	42	186249	Canidae
Paratomarctus_temerarius	15.97	13.6	-100	42	186250	Canidae
Aelurodon_ferox	23.03	5.333	-102	42	186256	Canidae
Aelurodon_taxoides	23.03	5.333	-100	35	186258	Canidae
Paratomarctus_euthos	23.03	5.333	-100	35	186259	Canidae
Cynarctus_crucidens	23.03	5.333	-100	35	186260	Canidae
Paratomarctus_temerarius	15.97	13.6	-100	42	186302	Canidae
Carpocyon_compressus	15.97	13.6	-100	42	186303	Canidae
Cynarctus_saxatilis	15.97	13.6	-100	42	186304	Canidae
Leptocyon_vafer	15.97	13.6	-100	42	186305	Canidae
Bassariscus_antiquus	15.97	13.6	-100	42	186308	Procyonidae
Brachypsalis_modicus	15.97	13.6	-100	42	186309	Mustelidae
Plionictis_ogygia	15.97	13.6	-100	42	186312	Mustelidae
Plionictis_parviloba	15.97	13.6	-100	42	186313	Mustelidae
Leptarctus_primus	15.97	13.6	-100	42	186314	Mustelidae
Carpocyon_compressus	15.97	13.6	-99	42	186345	Canidae
Carpocyon_compressus	15.97	13.6	-100	42	186346	Canidae
Aelurodon_taxoides	13.6	10.3	-99	42	186348	Canidae
Paratomarctus_euthos	13.6	10.3	-100	42	186351	Canidae
Epicyon_saevus	23.03	5.333	-99	36	186353	Canidae
Nimravides_pedionomus	13.6	10.3	-100	42	186354	Felidae
Epicyon_haydeni	13.6	4.9	-101	41	186366	Canidae
Aelurodon_taxoides	13.6	10.3	-103	42	186403	Canidae
Epicyon_saevus	13.6	10.3	-103	42	186404	Canidae
Epicyon_haydeni	13.6	10.3	-103	42	186405	Canidae
Aelurodon_taxoides	13.6	10.3	-103	42	186410	Canidae
Epicyon_saevus	13.6	10.3	-103	42	186411	Canidae
Paratomarctus_euthos	13.6	10.3	-100	42	186418	Canidae
Borophagus_secundus	10.3	4.9	-101	36	186432	Canidae
Vulpes_stenognathus	10.3	4.9	-101	36	186433	Canidae
Eucyon_davisi	10.3	4.9	-101	36	186434	Canidae
Agriotherium_schneideri	10.3	4.9	-101	36	186435	Ursidae
Plesiogulo_marshalli	10.3	4.9	-101	36	186436	Mustelidae
Arctonasua_fricki	10.3	4.9	-101	36	186438	Procyonidae
Lynx_proterolyncis	10.3	4.9	-101	36	186440	Felidae
Paratomarctus_euthos	15.97	10.3	-102	42	186475	Canidae
Epicyon_saevus	23.03	5.333	-100	36	186482	Canidae
Epicyon_haydeni	23.03	5.333	-100	36	186483	Canidae
Epicyon_saevus	13.6	10.3	-103	41	186489	Canidae
Ursavus_pawniensis	23.03	5.333	-104	40	186492	Ursidae
Plionarctos_edensis	10.3	1.8	-85	40	186575	Ursidae
Aelurodon_taxoides	13.6	10.3	-100	42	186582	Canidae
Carpocyon_robustus	13.6	10.3	-100	42	186583	Canidae
Aelurodon_taxoides	10.3	4.9	-103	42	186590	Canidae
Epicyon_saevus	10.3	4.9	-103	42	186591	Canidae
Epicyon_haydeni	10.3	4.9	-103	42	186592	Canidae
Epicyon_haydeni	13.6	4.9	-103	41	186634	Canidae
Epicyon_saevus	13.6	10.3	-100	42	186672	Canidae
Epicyon_haydeni	13.6	10.3	-100	42	186673	Canidae
Aelurodon_taxoides	13.6	10.3	-100	42	186697	Canidae
Paratomarctus_euthos	13.6	10.3	-100	42	186698	Canidae
Epicyon_saevus	13.6	10.3	-100	42	186712	Canidae
Aelurodon_taxoides	13.6	10.3	-100	42	186713	Canidae
Epicyon_saevus	13.6	10.3	-100	42	186714	Canidae
Nimravides_thinobates	23.03	5.333	-98	39	186721	Felidae
Brachypsalis_hyaenoides	23.03	5.333	-100	40	186734	Mustelidae
Aelurodon_mcgrewi	23.03	5.333	-100	40	186735	Canidae
Eucyon_davisi	10.3	4.9	-101	38	186736	Canidae
Borophagus_pugnator	10.3	4.9	-101	38	186737	Canidae
Amphimachairodus_coloradensis	10.3	4.9	-101	38	186739	Felidae
Aelurodon_mcgrewi	15.97	13.6	-100	42	186776	Canidae
Aelurodon_taxoides	13.6	10.3	-102	42	186791	Canidae
Aelurodon_taxoides	13.6	4.9	-100	43	186804	Canidae
Epicyon_saevus	13.6	4.9	-100	43	186805	Canidae
Aelurodon_taxoides	13.6	10.3	-100	35	186828	Canidae
Carpocyon_robustus	13.6	10.3	-100	35	186829	Canidae
Epicyon_saevus	13.6	10.3	-100	35	186830	Canidae
Epicyon_haydeni	13.6	10.3	-100	35	186831	Canidae
Paratomarctus_euthos	13.6	10.3	-100	35	186832	Canidae
Cynarctus_crucidens	13.6	10.3	-100	35	186833	Canidae
Cynarctus_saxatilis	15.97	13.6	-98	42	186845	Canidae
Aelurodon_ferox	15.97	13.6	-98	42	186846	Canidae
Aelurodon_taxoides	13.6	4.9	-101	35	186847	Canidae
Epicyon_saevus	13.6	4.9	-101	35	186848	Canidae
Pliotaxidea_garberi	10.3	4.9	-97	42	186887	Mustelidae
Buisnictis_meadensis	10.3	4.9	-97	42	186888	Mephitidae
Martinogale_alveodens	10.3	4.9	-97	42	186890	Mephitidae
Aelurodon_ferox	15.97	13.6	-100	42	186911	Canidae
Aelurodon_mcgrewi	15.97	13.6	-99	42	186916	Canidae
Epicyon_haydeni	23.03	5.333	-99	36	186918	Canidae
Epicyon_haydeni	10.3	4.9	-100	39	186919	Canidae
Carpocyon_compressus	23.03	5.333	-99	39	186951	Canidae
Epicyon_saevus	13.6	10.3	-103	42	186953	Canidae
Ischyrocyon_gidleyi	23.03	5.333	-100	35	186954	Amphicyonidae
Aelurodon_taxoides	13.6	10.3	-100	42	186969	Canidae
Epicyon_saevus	13.6	10.3	-100	42	186970	Canidae
Plionictis_ogygia	13.6	10.3	-100	42	187020	Mustelidae
Leptarctus_primus	15.97	13.6	-98	43	187041	Mustelidae
Epicyon_saevus	23.03	5.333	-103	42	187046	Canidae
Aelurodon_ferox	15.97	13.6	-99	42	187047	Canidae
Aelurodon_mcgrewi	15.97	13.6	-100	42	187050	Canidae
Epicyon_aelurodontoides	10.3	4.9	-99	37	187051	Canidae
Aelurodon_ferox	23.03	5.333	-98	42	187053	Canidae
Aelurodon_stirtoni	13.6	10.3	-100	42	187082	Canidae
Aelurodon_taxoides	13.6	10.3	-100	42	187084	Canidae
Aelurodon_ferox	15.97	13.6	-100	42	187086	Canidae
Cynarctus_saxatilis	15.97	13.6	-100	42	187092	Canidae
Aelurodon_mcgrewi	15.97	13.6	-100	42	187093	Canidae
Aelurodon_stirtoni	13.6	10.3	-100	42	187105	Canidae
Epicyon_haydeni	10.3	4.9	-99	37	187112	Canidae
Epicyon_saevus	10.3	4.9	-99	37	187113	Canidae
Borophagus_pugnator	10.3	4.9	-99	37	187114	Canidae
Carpocyon_webbi	13.6	10.3	-100	42	187130	Canidae
Aelurodon_ferox	15.97	10.3	-99	42	187134	Canidae
Paratomarctus_temerarius	13.6	4.9	-105	41	187141	Canidae
Hyperailurictis_intrepidus	13.6	4.9	-105	41	187142	Felidae
Paratomarctus_euthos	13.6	10.3	-100	42	187150	Canidae
Epicyon_haydeni	13.6	10.3	-102	42	187168	Canidae
Epicyon_saevus	23.03	5.333	-100	40	187172	Canidae
Borophagus_secundus	10.3	4.9	-103	41	187173	Canidae
Amphimachairodus_coloradensis	13.6	4.9	-100	40	187184	Felidae
Amphimachairodus_coloradensis	10.3	4.9	-103	41	187199	Felidae
Paratomarctus_temerarius	15.97	13.6	-100	42	187227	Canidae
Aelurodon_ferox	15.97	13.6	-100	42	187228	Canidae
Aelurodon_mcgrewi	15.97	13.6	-100	42	187229	Canidae
Carpocyon_compressus	15.97	13.6	-100	42	187230	Canidae
Cynarctus_saxatilis	15.97	13.6	-100	42	187231	Canidae
Leptocyon_vafer	15.97	13.6	-100	42	187232	Canidae
Bassariscus_antiquus	15.97	13.6	-100	42	187234	Procyonidae
Hyperailurictis_marshi	15.97	13.6	-100	42	187239	Felidae
Hyperailurictis_intrepidus	15.97	13.6	-100	42	187240	Felidae
Leptocyon_vafer	15.97	13.6	-98	42	187284	Canidae
Epicyon_haydeni	23.03	5.333	-99	39	187307	Canidae
Plionictis_ogygia	15.97	10.3	-103	40	187312	Mustelidae
Aelurodon_taxoides	13.6	10.3	-100	42	187321	Canidae
Epicyon_saevus	13.6	10.3	-100	42	187322	Canidae
Barbourofelis_morrisi	13.6	10.3	-100	42	187323	Barbourofelidae
Carpocyon_robustus	13.6	10.3	-100	42	187324	Canidae
Epicyon_saevus	13.6	10.3	-100	42	187325	Canidae
Epicyon_haydeni	13.6	10.3	-100	42	187326	Canidae
Martes_stirtoni	13.6	10.3	-99	39	187349	Mustelidae
Aelurodon_taxoides	13.6	10.3	-99	42	187405	Canidae
Aelurodon_taxoides	13.6	10.3	-100	42	187406	Canidae
Paratomarctus_euthos	13.6	10.3	-100	42	187407	Canidae
Carpocyon_robustus	13.6	10.3	-100	42	187408	Canidae
Epicyon_saevus	13.6	10.3	-100	42	187409	Canidae
Aelurodon_taxoides	13.6	10.3	-100	42	187417	Canidae
Aelurodon_ferox	23.03	5.333	-98	42	187419	Canidae
Aelurodon_ferox	15.97	13.6	-100	42	187450	Canidae
Aelurodon_ferox	13.6	10.3	-100	42	187453	Canidae
Carpocyon_webbi	13.6	10.3	-100	42	187454	Canidae
Albanosmilus_whitfordi	13.6	10.3	-100	42	187456	Barbourofelidae
Cynarctus_crucidens	13.6	10.3	-100	42	187457	Canidae
Aelurodon_taxoides	13.6	10.3	-100	42	187460	Canidae
Epicyon_saevus	13.6	10.3	-100	42	187461	Canidae
Epicyon_haydeni	13.6	10.3	-100	42	187462	Canidae
Epicyon_haydeni	13.6	10.3	-100	42	187463	Canidae
Mionictis_pristinus	13.6	10.3	-102	43	187482	Mustelidae
Aelurodon_taxoides	23.03	5.333	-100	42	187568	Canidae
Borophagus_pugnator	10.3	4.9	-102	40	187569	Canidae
Epicyon_haydeni	10.3	4.9	-102	40	187570	Canidae
Amphimachairodus_coloradensis	10.3	4.9	-102	40	187571	Felidae
Aelurodon_taxoides	13.6	10.3	-100	42	187583	Canidae
Paratomarctus_euthos	13.6	10.3	-100	42	187584	Canidae
Epicyon_saevus	13.6	10.3	-100	42	187585	Canidae
Epicyon_haydeni	13.6	10.3	-100	42	187586	Canidae
Epicyon_haydeni	10.3	4.9	-99	37	187601	Canidae
Borophagus_secundus	10.3	4.9	-103	42	187613	Canidae
Pliotaxidea_nevadensis	10.3	4.9	-103	42	187614	Mustelidae
Arctonasua_eurybates	10.3	4.9	-103	42	187615	Procyonidae
Aelurodon_taxoides	11.62	3.6	-81	27	187623	Canidae
Borophagus_hilli	10.3	4.9	-81	27	187630	Canidae
Borophagus_pugnator	11.62	3.6	-81	27	187639	Canidae
Agriotherium_schneideri	11.62	7.246	-81	27	187640	Ursidae
Enhydritherium_terraenovae	11.62	7.246	-81	27	187641	Mustelidae
Pliocyon_robustus	11.62	3.6	-81	27	187678	Amphicyonidae
Borophagus_pugnator	11.62	3.6	-81	27	187703	Canidae
Borophagus_hilli	11.62	3.6	-81	27	187704	Canidae
Epicyon_haydeni	11.62	3.6	-81	27	187705	Canidae
Cynarctus_marylandica	15.97	13.82	-76	38	187708	Canidae
Epicyon_haydeni	23.03	5.333	-81	27	187739	Canidae
Borophagus_hilli	23.03	5.333	-81	27	187740	Canidae
Megantereon_hesperus	10.3	4.9	-81	27	187755	Felidae
Epicyon_haydeni	10.3	4.9	-81	27	187756	Canidae
Borophagus_pugnator	10.3	4.9	-81	27	187757	Canidae
Borophagus_hilli	10.3	4.9	-81	27	187758	Canidae
Enhydritherium_terraenovae	10.3	4.9	-81	27	187759	Mustelidae
Borophagus_hilli	23.03	5.333	-81	27	187765	Canidae
Borophagus_hilli	5.333	3.6	-81	27	187773	Canidae
Enhydritherium_terraenovae	5.333	3.6	-81	27	187774	Mustelidae
Osbornodon_iamonensis	23.03	15.97	-84	30	187783	Canidae
Epicyon_haydeni	10.3	4.9	-82	29	187796	Canidae
Epicyon_haydeni	13.6	10.3	-82	29	187875	Canidae
Arctonasua_floridana	13.6	10.3	-82	29	187877	Procyonidae
Paranasua_biradica	13.6	10.3	-82	29	187878	Procyonidae
Leptarctus_webbi	13.6	10.3	-82	29	187879	Mustelidae
Barbourofelis_loveorum	13.6	10.3	-82	29	187883	Barbourofelidae
Epicyon_saevus	10.3	4.9	-82	29	187939	Canidae
Epicyon_haydeni	10.3	4.9	-82	29	187940	Canidae
Desmocyon_matthewi	20.43	15.97	-83	29	187973	Canidae
Borophagus_pugnator	10.3	4.9	-82	29	187975	Canidae
Epicyon_haydeni	10.3	4.9	-82	29	187976	Canidae
Borophagus_orc	10.3	4.9	-82	29	187990	Canidae
Enhydritherium_terraenovae	10.3	4.9	-82	29	187991	Mustelidae
Borophagus_pugnator	13.6	10.3	-81	27	188009	Canidae
Daphoenodon_notionastes	23.03	5.333	-82	29	188011	Amphicyonidae
Borophagus_pugnator	10.3	4.9	-81	27	188044	Canidae
Carpocyon_limosus	10.3	4.9	-81	27	188045	Canidae
Enhydritherium_terraenovae	10.3	4.9	-81	27	188046	Mustelidae
Puma_lacustris	10.3	4.9	-81	27	188048	Felidae
Megantereon_hesperus	10.3	4.9	-81	27	188049	Felidae
Enhydritherium_terraenovae	10.3	4.9	-81	27	188069	Mustelidae
Puma_lacustris	10.3	4.9	-81	27	188070	Felidae
Megantereon_hesperus	10.3	4.9	-81	27	188071	Felidae
Paracynarctus_kelloggi	20.44	15.97	-75	39	188095	Canidae
Epicyon_haydeni	13.6	10.3	-81	27	188140	Canidae
Borophagus_hilli	10.3	4.9	-81	27	188160	Canidae
Osbornodon_iamonensis	20.43	15.97	-82	29	188179	Canidae
Metatomarctus_canavus	20.43	15.97	-82	29	188181	Canidae
Euoplocyon_spissidens	20.43	15.97	-82	29	188182	Canidae
Cynelos_caroniavorus	20.43	15.97	-82	29	188184	Amphicyonidae
Phoberocyon_johnhenryi	20.43	15.97	-82	29	188185	Ursidae
Oligobunis_floridanus	20.43	15.97	-82	29	188187	Mustelidae
Leptarctus_ancipidens	20.43	15.97	-82	29	188188	Mustelidae
Borophagus_pugnator	10.3	4.9	-82	28	188218	Canidae
Borophagus_orc	10.3	4.9	-82	28	188219	Canidae
Urocyon_webbi	10.3	4.9	-82	28	188220	Canidae
Enhydritherium_terraenovae	10.3	4.9	-82	28	188221	Mustelidae
Borophagus_pugnator	10.3	4.9	-82	28	188240	Canidae
Aelurodon_taxoides	13.6	10.3	-97	28	188269	Canidae
Leptocyon_vafer	13.6	10.3	-97	28	188301	Canidae
Phlaocyon_minor	20.43	15.97	-96	30	188320	Canidae
Osbornodon_scitulus	20.43	15.97	-95	30	188402	Canidae
Paratomarctus_temerarius	15.97	13.6	-95	30	188415	Canidae
Edaphocyon_pointblankensis	15.97	13.6	-95	30	188416	Procyonidae
Aelurodon_ferox	15.97	13.6	-94	30	188424	Canidae
Microtomarctus_conferta	15.97	13.6	-94	30	188445	Canidae
Cynarctoides_whistleri	20.43	15.97	-96	30	188458	Canidae
Aelurodon_ferox	15.97	13.6	-95	30	188468	Canidae
Paratomarctus_temerarius	23.03	5.333	-95	30	188495	Canidae
Tomarctus_brevirostris	15.97	13.6	-95	30	188533	Canidae
Tomarctus_brevirostris	15.97	13.6	-95	30	188534	Canidae
Daphoenodon_notionastes	23.03	20.44	-93	31	188589	Amphicyonidae
Paratomarctus_temerarius	15.97	13.6	-95	30	188617	Canidae
Borophagus_secundus	10.3	4.9	-102	21	188728	Canidae
Borophagus_secundus	11.608	5.333	-88	13	188741	Canidae
Plionictis_oaxacaensis	15.97	13.6	-96	16	188750	Mustelidae
Epicyon_saevus	15.97	4.9	-112	26	188785	Canidae
Borophagus_secundus	23.03	5.333	-88	14	188786	Canidae
Borophagus_secundus	23.03	5.333	-88	14	188807	Canidae
Agriotherium_schneideri	10.3	4.9	-100	21	188814	Ursidae
Borophagus_secundus	10.3	4.9	-100	21	188815	Canidae
Canis_ferox	10.3	4.9	-100	21	188816	Canidae
Borophagus_secundus	23.03	5.333	-88	14	188845	Canidae
Borophagus_secundus	10.3	4.9	-100	21	188848	Canidae
Amphimachairodus_alvarezi	10.3	4.9	-100	21	188850	Felidae
Agriotherium_schneideri	10.3	4.9	-98	20	188881	Ursidae
Borophagus_secundus	10.3	4.9	-102	21	188891	Canidae
Borophagus_secundus	23.03	5.333	-88	14	188897	Canidae
Vulpes_stenognathus	10.3	4.9	-108	28	188927	Canidae
Taxidea_mexicana	10.3	4.9	-108	28	188930	Mustelidae
Amphimachairodus_coloradensis	10.3	4.9	-108	28	188932	Felidae
Tomarctus_hippophaga	15.97	13.6	-106	49	188957	Canidae
Tomarctus_hippophaga	15.97	13.6	-105	49	188979	Canidae
Tomarctus_hippophaga	15.97	13.6	-106	49	189007	Canidae
Tomarctus_hippophaga	15.97	13.6	-106	49	189040	Canidae
Tomarctus_hippophaga	15.97	13.6	-106	49	189092	Canidae
Tomarctus_hippophaga	15.97	13.6	-106	49	189108	Canidae
Leptocyon_vafer	15.97	13.6	-106	49	189109	Canidae
Tomarctus_hippophaga	15.97	13.6	-106	49	189112	Canidae
Leptocyon_vafer	15.97	13.6	-106	49	189117	Canidae
Tomarctus_hippophaga	15.97	13.6	-106	49	189126	Canidae
Tomarctus_hippophaga	15.97	13.6	-106	49	189146	Canidae
Tomarctus_hippophaga	15.97	13.6	-106	49	189166	Canidae
Tomarctus_hippophaga	15.97	13.6	-106	49	189170	Canidae
Paratomarctus_temerarius	15.97	13.6	-111	45	189205	Canidae
Plionictis_ogygia	15.97	13.6	-111	45	189207	Mustelidae
Leptarctus_primus	15.97	13.6	-111	45	189210	Mustelidae
Pliotaxidea_nevadensis	10.3	4.9	-118	42	189232	Mustelidae
Amphicyon_frendens	15.97	13.6	-118	42	189264	Amphicyonidae
Epicyon_haydeni	23.03	5.333	-117	43	189305	Canidae
Sthenictis_junturensis	23.03	5.333	-117	43	189342	Mustelidae
Epicyon_haydeni	23.03	5.333	-117	43	189344	Canidae
Epicyon_saevus	13.6	10.3	-118	39	189398	Canidae
Aelurodon_taxoides	13.6	10.3	-117	38	189449	Canidae
Protomarctus_optatus	20.43	15.97	-107	43	189586	Canidae
Paratomarctus_temerarius	15.97	13.6	-113	46	189660	Canidae
Euoplocyon_brachygnathus	15.97	13.6	-113	46	189661	Canidae
Ursavus_pawniensis	23.03	5.333	-115	41	189676	Ursidae
Vulpes_stenognathus	10.3	4.9	-114	37	189691	Canidae
Eucyon_davisi	10.3	4.9	-114	37	189692	Canidae
Cormocyon_copei	23.03	5.333	-106	40	189703	Canidae
Hoplictis_grangerensis	23.03	5.333	-120	46	189708	Mustelidae
Ursavus_pawniensis	23.03	5.333	-117	41	189767	Ursidae
Paracynarctus_kelloggi	23.03	5.333	-118	40	189787	Canidae
Indarctos_oregonensis	10.3	4.9	-117	43	189821	Ursidae
Eucyon_davisi	10.3	4.9	-117	43	189833	Canidae
Indarctos_oregonensis	10.3	4.9	-117	43	189834	Ursidae
Eucyon_davisi	23.03	5.333	-117	43	189878	Canidae
Eucyon_davisi	10.3	4.9	-117	43	189895	Canidae
Plionictis_oregonensis	10.3	4.9	-117	43	189896	Mustelidae
Metatomarctus_canavus	20.43	15.97	-107	43	189902	Canidae
Leptarctus_oregonensis	23.03	5.333	-119	44	189922	Mustelidae
Paracynarctus_kelloggi	20.43	15.97	-119	41	189933	Canidae
Protomarctus_optatus	20.43	15.97	-119	41	189956	Canidae
Paracynarctus_kelloggi	20.43	15.97	-119	41	189957	Canidae
Bassaricyonoides_stewartae	20.43	15.97	-119	41	189960	Procyonidae
Eucyon_davisi	10.3	4.9	-118	45	190030	Canidae
Epicyon_saevus	10.3	4.9	-118	45	190031	Canidae
Plesiogulo_marshalli	10.3	4.9	-118	45	190032	Mustelidae
Pliotaxidea_nevadensis	10.3	4.9	-118	45	190034	Mustelidae
Lynx_longignathus	10.3	4.9	-118	45	190035	Felidae
Carpocyon_robustus	23.03	5.333	-108	40	190099	Canidae
Epicyon_saevus	23.03	5.333	-118	39	190100	Canidae
Paracynarctus_kelloggi	23.03	5.333	-106	39	190173	Canidae
Epicyon_haydeni	23.03	5.333	-112	46	190178	Canidae
Microtomarctus_conferta	23.03	5.333	-115	41	190234	Canidae
Simocyon_primigenius	10.3	4.9	-119	44	190237	Ailuridae
Metatomarctus_canavus	23.03	5.333	-108	43	190259	Canidae
Tephrocyon_rurestris	15.97	13.6	-117	43	190279	Canidae
Tephrocyon_rurestris	15.97	13.6	-117	43	190296	Canidae
Borophagus_pugnator	13.6	10.3	-118	43	190310	Canidae
Tephrocyon_rurestris	23.03	5.333	-119	44	190319	Canidae
Epicyon_saevus	13.6	10.3	-115	41	190348	Canidae
Leptocyon_vafer	13.6	10.3	-115	41	190349	Canidae
Plionictis_ogygia	13.6	10.3	-117	43	190373	Mustelidae
Epicyon_haydeni	13.6	10.3	-117	43	190375	Canidae
Borophagus_pugnator	13.6	10.3	-117	43	190376	Canidae
Plithocyon_ursinus	23.03	5.333	-112	45	190388	Ursidae
Paratomarctus_temerarius	15.97	13.6	-117	43	190441	Canidae
Euoplocyon_brachygnathus	15.97	13.6	-117	43	190442	Canidae
Cynelos_sinapius	15.97	13.6	-117	43	190444	Amphicyonidae
Protomarctus_optatus	20.43	15.97	-108	43	190522	Canidae
Paracynarctus_kelloggi	20.43	15.97	-108	43	190523	Canidae
Cynarctoides_acridens	20.43	15.97	-108	43	190525	Canidae
Paracynarctus_kelloggi	20.43	15.97	-108	43	190559	Canidae
Cynarctoides_acridens	20.43	15.97	-108	43	190561	Canidae
Protomarctus_optatus	20.43	15.97	-108	43	190590	Canidae
Paracynarctus_kelloggi	20.43	15.97	-108	43	190591	Canidae
Cynarctoides_acridens	20.43	15.97	-108	43	190593	Canidae
Cynarctoides_acridens	20.43	15.97	-107	43	190618	Canidae
Cynarctoides_acridens	20.43	15.97	-107	43	190631	Canidae
Paracynarctus_kelloggi	20.43	15.97	-108	43	190677	Canidae
Metalopex_merriami	10.3	4.9	-116	42	190702	Canidae
Epicyon_haydeni	10.3	4.9	-116	42	190703	Canidae
Paratomarctus_temerarius	15.97	13.6	-117	38	190725	Canidae
Carpocyon_compressus	15.97	13.6	-117	38	190727	Canidae
Bassariscus_antiquus	15.97	13.6	-117	38	190729	Procyonidae
Pliotaxidea_nevadensis	23.03	5.333	-118	42	190753	Mustelidae
Cormocyon_copei	23.03	5.333	-106	40	190756	Canidae
Epicyon_saevus	13.6	10.3	-121	44	190778	Canidae
Epicyon_saevus	10.3	4.9	-117	41	190792	Canidae
Pliotaxidea_nevadensis	10.3	4.9	-117	41	190793	Mustelidae
Pliogale_furlongi	10.3	4.9	-117	41	190794	Mustelidae
Lutravus_halli	10.3	4.9	-117	41	190795	Mustelidae
Microtomarctus_conferta	15.97	13.6	-117	38	190812	Canidae
Paracynarctus_kelloggi	15.97	13.6	-117	38	190813	Canidae
Leptocyon_vafer	15.97	13.6	-117	38	190815	Canidae
Aelurodon_asthenostylus	15.97	13.6	-117	38	190816	Canidae
Brachypsalis_pachycephalus	15.97	13.6	-117	38	190818	Mustelidae
Hyperailurictis_intrepidus	15.97	13.6	-117	38	190819	Felidae
Indarctos_oregonensis	10.3	4.9	-119	39	190834	Ursidae
Paracynarctus_kelloggi	15.97	13.6	-117	41	190838	Canidae
Bassariscus_antiquus	15.97	13.6	-117	41	190840	Procyonidae
Eucyon_davisi	10.3	4.9	-119	45	190903	Canidae
Pliotaxidea_nevadensis	10.3	4.9	-119	45	190905	Mustelidae
Plesiogulo_marshalli	10.3	4.9	-119	45	190906	Mustelidae
Leptocyon_vafer	13.6	10.3	-117	34	190982	Canidae
Hyperailurictis_intrepidus	13.6	10.3	-117	34	190984	Felidae
Paratomarctus_temerarius	15.97	13.6	-117	34	191021	Canidae
Leptocyon_vafer	13.6	10.3	-121	37	191093	Canidae
Borophagus_littoralis	13.6	10.3	-121	37	191096	Canidae
Leptarctus_wortmani	13.6	10.3	-121	37	191097	Mustelidae
Nimravides_thinobates	13.6	10.3	-121	37	191099	Felidae
Barbourofelis_loveorum	13.6	10.3	-121	37	191100	Barbourofelidae
Carpocyon_webbi	10.3	4.9	-107	36	191111	Canidae
Cynarctoides_acridens	20.43	15.97	-107	35	191115	Canidae
Protomarctus_optatus	20.43	15.97	-107	35	191116	Canidae
Cynarctoides_gawnae	23.03	5.333	-107	35	191124	Canidae
Tomarctus_brevirostris	23.03	5.333	-120	35	191157	Canidae
Microtomarctus_conferta	23.03	5.333	-107	35	191329	Canidae
Paratomarctus_temerarius	23.03	5.333	-107	35	191330	Canidae
Paracynarctus_kelloggi	23.03	5.333	-107	35	191331	Canidae
Leptocyon_vafer	15.97	10.3	-107	35	191391	Canidae
Aelurodon_ferox	15.97	13.6	-107	36	191402	Canidae
Paratomarctus_temerarius	15.97	13.6	-107	36	191403	Canidae
Carpocyon_webbi	15.97	13.6	-107	36	191409	Canidae
Borophagus_littoralis	23.03	5.333	-118	35	191472	Canidae
Protomarctus_optatus	23.03	5.333	-107	35	191485	Canidae
Cynarctoides_acridens	20.43	15.97	-107	35	191486	Canidae
Microtomarctus_conferta	15.97	13.6	-117	34	191502	Canidae
Epicyon_haydeni	23.03	5.333	-112	34	191504	Canidae
Leptarctus_ancipidens	20.43	13.6	-117	34	191517	Mustelidae
Aelurodon_taxoides	23.03	5.333	-107	36	191524	Canidae
Epicyon_haydeni	13.6	10.3	-118	35	191544	Canidae
Leptocyon_vafer	13.6	10.3	-118	35	191546	Canidae
Albanosmilus_whitfordi	13.6	10.3	-118	35	191547	Barbourofelidae
Borophagus_littoralis	13.6	10.3	-118	35	191553	Canidae
Leptocyon_vafer	13.6	10.3	-118	35	191562	Canidae
Albanosmilus_whitfordi	13.6	10.3	-118	35	191563	Barbourofelidae
